,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
77,0.0,0.0,0,0.0,44.0,11.094678786618937,-3.7297014486341915,0.0,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,1,0
78,0.0,0.0,0,0.0,3.0,4.886737819878796,-2.995732273553991,0.0,1900-05,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
79,2.0,2.946197519556123,0,0.0,53.0,9.945689852485451,-2.6036901857779675,0.0,1900-11,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
80,7.0,5.525761070264486,0,0.0,33.0,10.694886707799535,-3.6888794541139363,0.0,1900-05,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
81,5.0,6.49239148348139,1,4.001063844468172,12.0,8.686686356321665,-4.605170185988091,0.0,1900-10,MACOS,Safari,Oceania,Google search,New_Visitor,0,0
82,0.0,0.0,0,0.0,40.0,11.18127519179547,-2.864704011147587,0.0,1900-11,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
83,0.0,0.0,2,3.1470151181781882,6.0,5.737328506081631,0.0,0.0,1900-05,Windows,Mozilla Firefox,North America,Instagram Page,Returning_Visitor,0,0
84,3.0,5.197414627970785,0,0.0,25.0,10.253040626365983,-4.3428059215206005,5.235765083330948,1900-12,MACOS,Safari,North America,Google search,New_Visitor,0,1
85,3.0,4.81587064785707,1,6.386584537929172,33.0,10.08512622771957,-3.9633162998156966,0.0,1900-05,MACOS,Safari,Africa,Google search,Returning_Visitor,0,0
86,0.0,0.0,0,0.0,2.0,4.779311657361626,-2.3025850929940455,0.0,1900-05,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
87,3.0,3.2768607349563785,0,0.0,18.0,6.8964578524024365,-3.4112477175156566,0.0,1900-11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,1
88,4.0,5.99857426166753,1,2.9526652708628887,8.0,8.34462679460126,-3.575550768806933,0.0,1900-10,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
89,2.0,2.1598345578506155,0,0.0,15.0,10.418993187848962,-5.521460917862246,0.0,1900-09,Windows,Google Chrome,South America,Google search,New_Visitor,0,0
90,3.0,4.600298491017506,2,4.290202624132397,110.0,13.459315035822549,-3.101092789211817,3.1251148017369585,1900-12,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,0
91,3.0,4.787623602142062,0,0.0,13.0,6.908894187279039,-3.7297014486341915,0.0,1900-11,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,1,0
92,4.0,5.044403754955851,0,0.0,37.0,13.42254420718323,-3.6888794541139363,0.0,1900-05,iOS,Safari,South America,Instagram ads,Returning_Visitor,0,0
93,0.0,0.0,0,0.0,22.0,10.113368175865496,-3.649658740960655,0.0,1900-11,Windows,QQ,North America,Google search,Returning_Visitor,0,0
94,0.0,0.0,0,0.0,14.0,6.172194437868423,-4.074541934925921,0.0,1900-05,Windows,Mozilla Firefox,Eastern Europe,Instagram ads,Returning_Visitor,0,0
95,16.0,8.24236454488211,6,6.390276480698116,36.0,13.487298877184953,-3.863232841258714,0.8388650470532067,1900-11,MACOS,Safari,Western Europe,Google search,New_Visitor,0,1
96,5.0,3.7512232384489885,0,0.0,155.0,14.987143315452629,-4.961845129926823,1.672103106953147,1900-11,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,0,1
97,0.0,0.0,0,0.0,13.0,6.224747541119472,-4.017383521085972,0.0,1900-11,Android,Google Chrome,Western Europe,Youtube channel,New_Visitor,0,0
98,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-08,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,1,0
99,1.0,4.421827557049257,0,0.0,5.0,10.487372967402768,-3.611918412977808,0.0,1900-11,MACOS,Safari,Western Europe,Google search,Returning_Visitor,0,0
100,2.0,4.835430466733776,0,0.0,8.0,6.0999062970845905,-4.509860006183766,0.0,1900-12,Windows,Google Chrome,Africa,Google search,New_Visitor,0,0
101,1.0,6.261680619784621,0,0.0,1.0,11.489460135232738,-4.605170185988091,2.909078425581507,1900-05,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,0,0
102,6.0,5.044403754955851,0,0.0,6.0,6.514246061794588,-3.7722610630529876,0.0,1900-03,Windows,Microsoft Edge,Eastern Europe,Facebook ads,Returning_Visitor,0,0
103,5.0,3.8620806824841956,0,0.0,42.0,11.542772440082567,-3.7722610630529876,0.0,1900-03,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,1,0
104,1.0,6.017501111751645,0,0.0,1.0,9.958988739865315,-3.9633162998156966,0.0,1900-05,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,1,0
105,7.0,7.386709978029303,0,0.0,28.0,9.192693890339251,-4.8283137373023015,0.0,1900-03,Windows,Google Chrome,Africa,Youtube channel,New_Visitor,1,0
106,1.0,5.044403754955851,1,3.3756563393495385,10.0,11.216382357270748,-3.9633162998156966,0.0,1900-05,MACOS,Safari,South America,Twitter,Returning_Visitor,0,0
107,0.0,0.0,1,0.0,15.0,8.91533109346515,-3.9633162998156966,3.6984688878287275,1900-05,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,1,1
108,9.0,7.0212569136451775,0,0.0,16.0,7.462699282463284,-4.268697949366879,0.0,1900-03,MACOS,Safari,Africa,Instagram ads,Returning_Visitor,0,0
109,0.0,0.0,0,0.0,10.0,7.724231625402241,-4.135166556742356,3.8022965212588806,1900-12,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,0,1
110,0.0,0.0,2,4.561545272525757,6.0,4.00536538875667,-2.645075401940822,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
111,0.0,0.0,0,0.0,9.0,7.109835106324198,-2.8824035882469876,0.0,1900-05,Windows,Google Chrome,North America,Twitter,Returning_Visitor,0,0
112,5.0,6.055829101024126,1,0.0,362.0,17.71860706710851,-3.6888794541139363,0.7937931674278246,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
113,0.0,0.0,0,0.0,6.0,6.833147840971079,-4.074541934925921,4.240983055915477,1900-03,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,1
114,0.0,0.0,0,0.0,12.0,7.68129525156433,-3.912023005428146,0.0,1900-05,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
115,4.0,5.830159776927642,0,0.0,7.0,7.848279935004874,-3.4112477175156566,0.0,1900-05,MACOS,Safari,North America,Newsletter,Returning_Visitor,1,0
116,0.0,0.0,0,0.0,6.0,0.0,-1.6094379124341003,0.0,1900-10,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
117,8.0,2.1598345578506155,2,4.3344712085965185,36.0,14.97850746921409,-3.473768074496991,2.1037981348917145,1900-05,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,0,0
118,0.0,0.0,0,0.0,13.0,8.730930948050144,-3.473768074496991,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
119,0.0,0.0,0,0.0,5.0,6.602289524846887,-2.995732273553991,0.0,1900-05,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
120,0.0,2.1598345578506155,0,0.0,5.0,7.565593626070839,-2.645075401940822,0.0,1900-11,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
121,2.0,4.566426641223579,3,6.23877194089849,21.0,9.928967346414153,-3.0159349808715104,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
122,0.0,5.714837644515379,1,5.773301433463549,50.0,12.17085994479946,-4.961845129926823,2.306042180725049,1900-05,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,1,0
123,3.0,5.59859562212121,0,0.0,1.0,11.277247723499496,-5.521460917862246,3.7389348905605266,1900-03,Windows,Internet Explorer,Africa,Google search,Returning_Visitor,1,1
124,0.0,0.0,0,0.0,11.0,7.628647441280048,-2.7806208939370456,0.0,1900-12,MACOS,Safari,Eastern Europe,Tik Tok ads,Returning_Visitor,0,0
125,8.0,4.908640447769994,0,0.0,44.0,13.424440827057952,-4.199705077879927,0.0,1900-05,iOS,Safari,North America,Google search,Returning_Visitor,0,0
126,3.0,3.568698349330439,0,0.0,3.0,0.0,-2.703062659591171,0.0,1900-05,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
127,0.0,0.0,0,0.0,1.0,7.965809301259861,-2.864704011147587,4.1477348853939375,1900-05,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,0,1
128,0.0,0.0,0,0.0,8.0,7.672607213074276,-4.199705077879927,0.0,1900-06,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,0,0
129,0.0,0.0,0,0.0,12.0,8.53685144584274,-4.017383521085972,0.0,1900-11,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,0,0
130,0.0,0.0,0,0.0,24.0,12.77110545582409,-4.199705077879927,0.0,1900-11,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,0,0
131,0.0,0.0,0,0.0,37.0,8.524918292418173,-4.710530701645918,4.472109163565354,1900-11,Android,Google Chrome,Western Europe,Tik Tok ads,Returning_Visitor,1,1
132,8.0,5.064204844512448,2,5.233312436626001,34.0,11.179195805106025,-4.509860006183766,0.0,1900-11,Windows,Mozilla Firefox,North America,Google search,New_Visitor,0,0
133,0.0,0.0,0,0.0,5.0,11.452080794896359,-3.611918412977808,0.0,1900-11,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,1
134,7.0,6.757386259195622,2,2.8574217276909004,47.0,12.277911397270797,-3.912023005428146,0.0,1900-11,MACOS,Safari,Oceania,Google search,Returning_Visitor,0,0
135,14.0,6.029010883015827,4,5.796012661829908,62.0,17.021923793444888,-4.710530701645918,3.9773589143691197,1900-10,Windows,Google Chrome,North America,Google search,Returning_Visitor,1,0
136,5.0,6.411326236482562,0,0.0,19.0,11.542772440082567,-3.1941832122778293,2.9917383478726625,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,0,1
137,0.0,0.0,0,0.0,23.0,11.101110308892054,-3.611918412977808,0.0,1900-11,Android,Google Chrome,North America,Google search,Returning_Visitor,0,1
138,0.0,0.0,0,0.0,3.0,5.0528282072937785,-3.6888794541139363,0.0,1900-12,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
139,10.0,6.114053032822604,1,5.335999900422957,259.0,16.506486507878357,-5.521460917862246,1.4028458927819696,1900-11,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,1,1
140,0.0,0.0,0,0.0,20.0,10.677370134726543,-5.809142990314028,4.343284118813946,1900-11,Android,Google Chrome,South America,Youtube channel,New_Visitor,0,1
141,1.0,5.412136272868445,0,0.0,27.0,12.885769664748567,-3.3524072174927233,0.0,1900-05,Android,Google Chrome,Oceania,Bing search,Returning_Visitor,0,0
142,1.0,7.429841573247469,0,0.0,38.0,11.639376465340002,-3.7722610630529876,2.933355140703536,1900-10,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,0,1
143,0.0,0.0,0,0.0,27.0,10.45203986827822,-4.268697949366879,0.0,1900-12,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,1,0
144,0.0,2.1598345578506155,0,0.0,7.0,9.160863661878823,-3.912023005428146,0.0,1900-05,Windows,Microsoft Edge,Western Europe,Facebook ads,New_Visitor,0,0
145,0.0,0.0,0,0.0,3.0,0.0,-1.6094379124341003,0.0,1900-05,Windows,Google Chrome,Eastern Europe,Instagram Page,Returning_Visitor,0,0
146,1.0,1.9836026217855818,0,0.0,11.0,9.307397905129598,-3.6888794541139363,4.442783805942458,1900-11,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,0,0
147,0.0,0.0,0,0.0,6.0,4.22066451511049,-2.703062659591171,0.0,1900-03,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,1,0
148,0.0,0.0,2,3.4552396270641936,69.0,12.13426187016516,-4.199705077879927,0.0,1900-11,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,1,0
149,0.0,0.0,0,0.0,1.0,9.062778632052163,-3.123565645063876,0.0,1900-05,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,0,0
150,0.0,0.0,2,3.615673190477143,33.0,11.665622401574796,-3.7297014486341915,2.613926785753004,1900-03,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,1
151,0.0,0.0,2,2.6374421821408793,21.0,11.079611847543717,-3.3242363405260273,1.836518816882516,1900-05,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,0
152,9.0,6.895658666033138,4,5.7310526327442055,62.0,12.912905798615704,-5.115995809754082,2.9629453063103472,1900-05,Windows,Google Chrome,North America,Instagram Page,New_Visitor,1,0
153,0.0,0.0,0,0.0,1.0,5.346069616710227,0.0,0.0,1900-03,Windows,Mozilla Firefox,Africa,Google search,Returning_Visitor,1,0
154,3.0,4.697154284345994,1,3.683229812838507,70.0,9.67867706287735,-3.7297014486341915,0.0,1900-07,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,1,0
155,7.0,5.194996592100165,4,4.262774173532242,32.0,12.955366623203313,-3.9633162998156966,2.9917383478726625,1900-03,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,1
156,0.0,3.7782825524860706,0,0.0,129.0,15.290484917827568,-6.907755278982137,0.0,1900-11,Windows,Mozilla Firefox,North America,Google search,New_Visitor,0,1
157,0.0,0.0,1,1.1117707165027904,20.0,9.156282145542926,-3.649658740960655,0.0,1900-11,iOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
158,0.0,0.0,0,0.0,9.0,8.252283366725313,-3.3524072174927233,0.0,1900-05,Android,Google Chrome,Asia,Direct Traffic,Returning_Visitor,0,0
159,0.0,0.0,0,0.0,44.0,10.438321443982538,-6.214608098422191,3.7389348905605266,1900-05,Windows,Google Chrome,Western Europe,Google search,New_Visitor,1,1
160,6.0,4.471756499155302,2,5.41650949424509,50.0,10.138212590722052,-3.473768074496991,0.0,1900-12,Windows,Google Chrome,North America,Google search,New_Visitor,0,0
161,4.0,5.084253046691238,4,5.725978495016071,54.0,14.691068123510972,-3.540459448995663,2.832749395829934,1900-03,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
162,10.0,5.5542153376553225,3,4.814400456949116,167.0,15.114546323977084,-3.912023005428146,0.0,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,1,0
163,3.0,4.730007158699428,0,0.0,11.0,9.048434972270245,-4.3428059215206005,0.0,1900-11,Windows,Google Chrome,North America,Twitter,Returning_Visitor,1,0
164,10.0,6.166365012136927,0,0.0,123.0,14.205619654695063,-4.422848629194137,0.7937931674278246,1900-11,Windows,Google Chrome,Africa,Other,Returning_Visitor,0,1
165,1.0,2.684486094483094,0,0.0,10.0,8.470449588736859,-3.912023005428146,0.0,1900-11,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,0
