,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
20,0.0,0.0,0,0.0,14.0,11.616795290562697,0.0,0.0,1900-05,MACOS,Samsung Internet,Western Europe,Google search,Returning_Visitor,0,0
21,0.0,1.791759469228055,0,0.0,14.0,10.911376491099015,0.0,0.0,1900-12,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,0,0
22,0.0,4.453959624257964,0,0.0,1.0,11.037001470770534,0.0,0.0,1900-12,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,1,0
23,0.0,0.0,0,0.0,23.0,10.423369487915732,-5.339139361068292,0.0,1900-03,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,0,0
24,0.0,0.0,0,0.0,36.0,10.959180349949046,-3.9424822129128545,0.0,1900-05,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,0,0
25,2.0,3.4011973816621555,0,0.0,2.0,4.456608149413969,0.0,0.0,1900-12,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,0,0
26,3.0,2.3978952727983707,0,0.0,25.0,11.703967406304278,-5.339139361068292,0.0,1900-12,Windows,Opera,North America,Facebook ads,Returning_Visitor,0,0
27,2.0,0.0,0,0.0,11.0,8.401303268890535,0.0,0.0,1900-05,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,0,0
28,0.0,0.0,0,0.0,2.0,3.8237030638037792,0.0,0.0,1900-12,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,1,0
29,1.0,2.302585092994046,5,7.374001859350161,30.0,10.269580484614359,-4.283086686818978,0.0,1900-11,MACOS,Safari,Western Europe,Google search,Returning_Visitor,0,0
30,4.0,4.334082987108147,0,0.0,11.0,6.4217651577374415,-3.6769508832486624,0.0,1900-09,MACOS,Safari,North America,Instagram ads,Returning_Visitor,1,0
31,0.0,0.0,0,0.0,29.0,10.084031284712959,-4.947660494934867,0.0,1900-05,Android,Google Chrome,Africa,Instagram ads,Returning_Visitor,0,0
32,2.0,1.791759469228055,0,0.0,8.0,7.344004950418614,-4.431216878864653,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
33,4.0,4.1588830833596715,0,0.0,14.0,9.113737999768048,0.0,0.0,1900-12,Windows,Microsoft Edge,Western Europe,Bing search,New_Visitor,0,0
34,0.0,0.0,0,0.0,3.0,9.873644247775642,-2.707550326060559,0.0,1900-05,Windows,Google Chrome,North America,Twitter,Returning_Visitor,0,0
35,4.0,3.4011973816621555,0,0.0,19.0,12.16351501472132,0.0,0.0,1900-05,MACOS,Safari,North America,Google search,New_Visitor,0,0
36,0.0,0.0,0,0.0,1.0,3.6201475539544776,0.0,0.0,1900-03,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,0
37,6.0,4.22683374526818,2,4.189654742026425,37.0,10.415061110777946,-3.912023005428146,0.0,1900-05,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
38,0.0,0.0,0,0.0,10.0,10.415061110777946,0.0,0.0,1900-05,Windows,Google Chrome,Southern Africa,Bing search,Returning_Visitor,0,0
39,0.0,0.0,0,0.0,7.0,7.075148077442367,-2.8353155521480864,0.0,1900-05,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
40,0.0,0.0,0,0.0,8.0,8.324369966901342,0.0,0.0,1900-10,Android,Google Chrome,Southern Africa,Direct Traffic,Returning_Visitor,0,0
41,0.0,0.0,0,0.0,45.0,10.307448734044307,-4.892852258439873,2.783030470544582,1900-12,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
42,0.0,0.0,0,0.0,3.0,5.985872752233352,0.0,0.0,1900-03,Android,Google Chrome,Oceania,Google search,Returning_Visitor,1,0
43,0.0,0.0,0,0.0,1.0,10.743078140217435,-3.81217767045843,0.0,1900-06,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,0,0
44,0.0,0.0,0,0.0,21.0,10.706110929384247,0.0,0.0,1900-10,Windows,Mozilla Firefox,South America,Bing search,Returning_Visitor,0,0
45,0.0,0.0,2,3.56953269648137,25.0,12.109079866998803,0.0,0.0,1900-05,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
46,0.0,0.0,0,0.0,23.0,9.43649813210072,-5.426150738057921,4.145628111081656,1900-05,Windows,Google Chrome,South America,Twitter,Returning_Visitor,0,1
47,7.0,1.791759469228055,0,0.0,16.0,9.68506125945574,-4.7914997641795845,0.0,1900-07,MACOS,Safari,North America,Google search,New_Visitor,1,0
48,0.0,0.0,0,0.0,9.0,4.625085330129646,0.0,0.0,1900-03,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,0,0
49,0.0,0.0,0,0.0,12.0,8.773506329470107,0.0,0.0,1900-03,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,1,0
50,6.0,4.178992036282385,4,3.109060958860994,210.0,9.666514084840315,-3.947650183071297,0.0,1900-09,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,0,0
51,0.0,0.0,0,0.0,1.0,8.025340526959534,-4.092346559559427,0.0,1900-11,Android,Yandex,Southern Africa,Google search,Returning_Visitor,1,0
52,1.0,4.02535169073515,0,0.0,24.0,11.46946133309262,0.0,3.3279006190704474,1900-05,MACOS,Safari,Asia,Bing search,Returning_Visitor,1,1
53,1.0,1.0986122886681098,0,0.0,20.0,8.646445212612461,0.0,0.0,1900-10,MACOS,Safari,North America,Google search,New_Visitor,1,0
54,4.0,5.763936397475948,0,0.0,62.0,11.883419892729739,-5.240048458424061,0.0,1900-10,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,1,0
55,1.0,0.0,0,0.0,30.0,9.666514084840315,0.0,3.847442339426316,1900-05,Windows,Google Chrome,North America,Instagram Page,New_Visitor,0,1
56,12.0,4.684653296808818,1,4.007333185232471,50.0,13.029226099648252,-5.403677882205863,2.7968581712993634,1900-05,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
57,0.0,0.0,0,0.0,14.0,8.10564935698327,0.0,0.0,1900-07,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
58,0.0,0.0,0,0.0,16.0,6.699947105737118,-2.584948003968227,0.0,1900-11,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
59,0.0,0.0,0,0.0,2.0,0.0,-1.6094379124341003,0.0,1900-11,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
60,0.0,0.0,0,0.0,10.0,7.773994229212942,0.0,0.0,1900-12,Android,Google Chrome,North America,Google search,New_Visitor,1,0
61,5.0,4.223909766576744,1,2.9652730660692823,8.0,7.471614842707602,0.0,0.0,1900-10,Windows,Google Chrome,North America,Tik Tok ads,Returning_Visitor,0,0
62,5.0,4.102643365036796,0,0.0,40.0,12.438365640699267,-4.733003557497976,0.0,1900-05,Windows,Google Chrome,Western Europe,Bing search,New_Visitor,0,0
63,11.0,5.571148830173294,2,2.302585092994046,25.0,10.37311533350167,0.0,2.609653601521442,1900-08,Windows,Google Chrome,Western Europe,Bing search,New_Visitor,0,0
64,0.0,1.791759469228055,0,0.0,5.0,6.308924366739633,-3.402197881995739,0.0,1900-11,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,0,0
65,9.0,5.176149732573829,1,3.970291913552122,70.0,13.190196804654848,-4.6356293934728,0.0,1900-11,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
66,0.0,0.0,0,0.0,10.0,6.4217651577374415,-4.605170185988091,0.0,1900-11,Android,Google Chrome,Southern Africa,Google search,Returning_Visitor,1,1
67,2.0,2.9444389791664403,0,0.0,11.0,12.567783295709933,0.0,2.0243539995909186,1900-03,Windows,Opera,North America,Youtube channel,Returning_Visitor,0,0
68,0.0,0.0,0,0.0,5.0,6.437385895375525,0.0,0.0,1900-12,Windows,Mozilla Firefox,North America,Twitter,Returning_Visitor,0,0
69,6.0,4.382026634673881,0,0.0,16.0,8.999100166264384,0.0,3.249669213155499,1900-03,MACOS,Google Chrome,South America,Google search,New_Visitor,0,1
70,1.0,1.6094379124341003,3,4.747826486100597,38.0,11.31376158554606,-4.374058465024705,0.0,1900-12,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,0,0
71,7.0,5.07829394257007,0,0.0,31.0,8.868391902879603,0.0,0.0,1900-05,Windows,Google Chrome,North America,Bing search,Returning_Visitor,0,0
72,6.0,4.378896741664954,0,0.0,3.0,2.9051481519695472,0.0,0.0,1900-12,MACOS,Safari,Western Europe,Youtube channel,New_Visitor,0,0
73,3.0,4.007333185232471,0,0.0,48.0,13.69440917046382,-5.381698975487088,0.0,1900-05,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
74,7.0,7.424016105238067,0,0.0,113.0,12.848671608719165,-6.437751649736401,3.574293751638022,1900-05,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,0,1
75,2.0,4.060443010546419,1,1.9459101490553132,57.0,12.897685401506186,0.0,0.0,1900-03,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
76,3.0,2.772588722239781,2,4.5512418439625355,1.0,11.981465431523551,0.0,3.2176456694087823,1900-11,MACOS,Google Chrome,Asia,Instagram ads,Returning_Visitor,1,1
77,0.0,0.0,0,0.0,44.0,11.093383797488046,0.0,0.0,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,1,0
78,0.0,0.0,0,0.0,3.0,4.88644330997985,-3.2188758248682006,0.0,1900-05,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
79,2.0,2.6390573296152584,0,0.0,53.0,9.944621509885954,-3.249335032352909,0.0,1900-11,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
80,7.0,4.749270529961848,0,0.0,33.0,10.693672484113687,-4.268697949366879,0.0,1900-05,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
81,5.0,5.45986916199741,1,3.8155121050473024,12.0,8.685846368832506,-4.575611383746547,0.0,1900-10,MACOS,Safari,Oceania,Google search,New_Visitor,0,0
82,0.0,0.0,0,0.0,40.0,11.179962446697733,-3.912023005428146,0.0,1900-11,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
83,0.0,0.0,2,2.995732273553991,6.0,5.736932424714752,0.0,0.0,1900-05,Windows,Mozilla Firefox,North America,Instagram Page,Returning_Visitor,0,0
84,3.0,4.499809670330265,0,0.0,25.0,10.251913313545,0.0,5.251125608366207,1900-12,MACOS,Safari,North America,Google search,New_Visitor,0,1
85,3.0,4.204194983202555,1,5.979729290805244,33.0,10.084031284712959,-5.1672891041416324,0.0,1900-05,MACOS,Safari,Africa,Google search,Returning_Visitor,0,0
86,0.0,0.0,0,0.0,2.0,4.779029053322087,0.0,0.0,1900-05,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
87,3.0,2.9338568698359038,0,0.0,18.0,6.895903522848578,-4.398156016603766,0.0,1900-11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,1
88,4.0,5.101085197018328,1,2.803360380906535,8.0,8.343845045642524,0.0,0.0,1900-10,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
89,2.0,1.791759469228055,0,0.0,15.0,10.417833525108332,0.0,0.0,1900-09,Windows,Google Chrome,South America,Google search,New_Visitor,0,0
90,3.0,4.034240638152395,2,4.085976312551584,110.0,13.45750321890192,-4.2336066295556085,3.13064615406341,1900-12,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,0
91,3.0,4.182050142641207,0,0.0,13.0,6.908338041591653,-5.099466507802871,0.0,1900-11,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,1,0
92,4.0,4.382026634673881,0,0.0,37.0,13.42074091695784,0.0,0.0,1900-05,iOS,Safari,South America,Instagram ads,Returning_Visitor,0,0
93,0.0,0.0,0,0.0,22.0,10.112267814148634,-5.051457288616511,0.0,1900-11,Windows,QQ,North America,Google search,Returning_Visitor,0,0
94,0.0,0.0,0,0.0,14.0,6.171741587429275,0.0,0.0,1900-05,Windows,Mozilla Firefox,Eastern Europe,Instagram ads,Returning_Visitor,0,0
95,16.0,6.668324304794947,6,5.982981164759533,36.0,13.485480561181248,-4.290359446148058,0.8392683622657616,1900-11,MACOS,Safari,Western Europe,Google search,New_Visitor,0,1
96,5.0,3.34109345759245,0,0.0,155.0,14.98496434295697,0.0,1.6736985842455203,1900-11,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,0,1
97,0.0,0.0,0,0.0,13.0,6.224287615426887,0.0,0.0,1900-11,Android,Google Chrome,Western Europe,Youtube channel,New_Visitor,0,0
98,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-08,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,1,0
99,1.0,3.8918202981106265,0,0.0,5.0,10.486199872196524,0.0,0.0,1900-11,MACOS,Safari,Western Europe,Google search,Returning_Visitor,0,0
100,2.0,4.219507705176107,0,0.0,8.0,6.099463103815849,0.0,0.0,1900-12,Windows,Google Chrome,Africa,Google search,New_Visitor,0,0
101,1.0,5.293304824724492,0,0.0,1.0,11.488083452912269,0.0,2.913876781541562,1900-05,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,0,0
102,6.0,4.382026634673881,0,0.0,6.0,6.513746345409736,0.0,0.0,1900-03,Windows,Microsoft Edge,Eastern Europe,Facebook ads,Returning_Visitor,0,0
103,5.0,3.4339872044851463,0,0.0,42.0,11.541384580102177,-5.1672891041416324,0.0,1900-03,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,1,0
104,1.0,5.1149953094204985,0,0.0,1.0,9.95791787122548,-4.733003557497976,0.0,1900-05,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,1,0
105,7.0,6.089044875446846,0,0.0,28.0,9.191764727137683,0.0,0.0,1900-03,Windows,Google Chrome,Africa,Youtube channel,New_Visitor,1,0
106,1.0,4.382026634673881,1,3.2188758248682006,10.0,11.215062387376873,-4.247495741716276,0.0,1900-05,MACOS,Safari,South America,Twitter,Returning_Visitor,0,0
107,0.0,0.0,1,0.0,15.0,8.914451252842692,0.0,3.7061933609608215,1900-05,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,1,1
108,9.0,5.835005649937202,0,0.0,16.0,7.462059813116998,-5.06720564558465,0.0,1900-03,MACOS,Safari,Africa,Instagram ads,Returning_Visitor,0,0
109,0.0,0.0,0,0.0,10.0,7.723551171000729,0.0,3.810456460714295,1900-12,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,0,1
110,0.0,0.0,2,4.33729074083249,6.0,4.005162169795458,-2.707550326060559,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
111,0.0,0.0,0,0.0,9.0,7.109249278902731,-2.7150748160391744,0.0,1900-05,Windows,Google Chrome,North America,Twitter,Returning_Visitor,0,0
112,5.0,5.143124477142335,1,0.0,362.0,17.715712792868164,-5.426150738057921,0.7941543927344735,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
113,0.0,0.0,0,0.0,6.0,6.832602718889265,0.0,4.251111884913422,1900-03,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,1
114,0.0,0.0,0,0.0,12.0,7.680621596591062,0.0,0.0,1900-05,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
115,4.0,4.976733742420574,0,0.0,7.0,7.847579681217523,-4.3428059215206005,0.0,1900-05,MACOS,Safari,North America,Newsletter,Returning_Visitor,1,0
116,0.0,0.0,0,0.0,6.0,0.0,-1.6094379124341003,0.0,1900-10,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
117,8.0,1.791759469228055,2,4.127134385045092,36.0,14.976330641037753,-4.086376392572924,2.1063181154482837,1900-05,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,0,0
118,0.0,0.0,0,0.0,13.0,8.730083306017464,-4.011843340710357,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
119,0.0,0.0,0,0.0,5.0,6.601777436148328,-3.402197881995739,0.0,1900-05,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
120,0.0,1.791759469228055,0,0.0,5.0,7.564938155485584,-2.707550326060559,0.0,1900-11,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
121,2.0,4.007333185232471,3,5.849324779946859,21.0,9.927902176848173,-3.582719258285546,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
122,0.0,4.890975498176543,1,5.4359030295006,50.0,12.169337836144932,0.0,2.3090667820166497,1900-05,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,1,0
123,3.0,4.804021044733257,0,0.0,1.0,11.275915192083255,-6.812445099177812,3.746827690211975,1900-03,Windows,Internet Explorer,Africa,Google search,Returning_Visitor,1,1
124,0.0,0.0,0,0.0,11.0,7.627982085807461,-3.673006104957646,0.0,1900-12,MACOS,Safari,Eastern Europe,Tik Tok ads,Returning_Visitor,0,0
125,8.0,4.276666119016055,0,0.0,44.0,13.422637097394778,-5.221356325411908,0.0,1900-05,iOS,Safari,North America,Google search,Returning_Visitor,0,0
126,3.0,3.186352633162641,0,0.0,3.0,0.0,0.0,0.0,1900-05,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
127,0.0,0.0,0,0.0,1.0,7.965090077345303,-5.403677882205863,4.157427784658263,1900-05,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,0,1
128,0.0,0.0,0,0.0,8.0,7.671934930574554,0.0,0.0,1900-06,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,0,0
129,0.0,0.0,0,0.0,12.0,8.536037174595902,-4.744432253321599,0.0,1900-11,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,0,0
130,0.0,0.0,0,0.0,24.0,12.769450729155219,-5.654992310486769,0.0,1900-11,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,0,0
131,0.0,0.0,0,0.0,37.0,8.524106055535388,0.0,4.483358899624027,1900-11,Android,Google Chrome,Western Europe,Tik Tok ads,Returning_Visitor,1,1
132,8.0,4.39732567155271,2,4.95064935740205,34.0,11.177883487455018,0.0,0.0,1900-11,Windows,Mozilla Firefox,North America,Google search,New_Visitor,0,0
133,0.0,0.0,0,0.0,5.0,11.450711929134572,0.0,0.0,1900-11,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,1
134,7.0,5.648974238161206,2,2.70805020110221,47.0,12.276365942360245,-3.912023005428146,0.0,1900-11,MACOS,Safari,Oceania,Google search,Returning_Visitor,0,0
135,14.0,5.123447973080607,4,5.456175451163617,62.0,17.019218789246406,-5.521460917862246,3.986279582573244,1900-10,Windows,Google Chrome,North America,Google search,Returning_Visitor,1,0
136,5.0,5.401550621189688,0,0.0,19.0,11.541384580102177,-5.2785147392518565,2.9968111062378693,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,0,1
137,0.0,0.0,0,0.0,23.0,11.099814004207062,-5.744604469176456,0.0,1900-11,Android,Google Chrome,North America,Google search,Returning_Visitor,0,1
138,0.0,0.0,0,0.0,3.0,5.0525148757898055,0.0,0.0,1900-12,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
139,10.0,5.185754500006972,1,5.043425116919247,259.0,16.503918587343914,-5.744604469176456,1.4039704853239443,1900-11,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,1,1
140,0.0,0.0,0,0.0,20.0,10.676159403863243,0.0,4.353901987859198,1900-11,Android,Google Chrome,South America,Youtube channel,New_Visitor,0,1
141,1.0,4.663439094112067,0,0.0,27.0,12.884089134274033,-4.4654082436129325,0.0,1900-05,Android,Google Chrome,Oceania,Bing search,Returning_Visitor,0,0
142,1.0,6.118757772765358,0,0.0,38.0,11.637968263540836,-5.149897361429764,2.9382333075441727,1900-10,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,0,1
143,0.0,0.0,0,0.0,27.0,10.450873721345292,0.0,0.0,1900-12,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,1,0
144,0.0,1.791759469228055,0,0.0,7.0,9.15994021289916,0.0,0.0,1900-05,Windows,Microsoft Edge,Western Europe,Facebook ads,New_Visitor,0,0
145,0.0,0.0,0,0.0,3.0,0.0,-1.6094379124341003,0.0,1900-05,Windows,Google Chrome,Eastern Europe,Instagram Page,Returning_Visitor,0,0
146,1.0,1.7047480922384253,0,0.0,11.0,9.306448034897366,0.0,4.453888136132658,1900-11,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,0,0
147,0.0,0.0,0,0.0,6.0,4.220440359201883,-2.9299445330159877,0.0,1900-03,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,1,0
148,0.0,0.0,2,3.295836866004329,69.0,12.132747712229452,0.0,0.0,1900-11,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,1,0
149,0.0,0.0,0,0.0,1.0,9.061872703767351,-3.789805372703897,0.0,1900-05,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,0,0
150,0.0,0.0,2,3.449987545831587,33.0,11.664208653781373,0.0,2.617806762177447,1900-03,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,1
151,0.0,0.0,2,2.4849066497880004,21.0,11.078319938319659,-4.667045589706179,1.8384418343465676,1900-05,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,0
152,9.0,5.74673553029185,4,5.3981627015177525,62.0,12.911219139681434,0.0,2.967921628922097,1900-05,Windows,Google Chrome,North America,Instagram Page,New_Visitor,1,0
153,0.0,0.0,0,0.0,1.0,5.3457218443650305,0.0,0.0,1900-03,Windows,Mozilla Firefox,Africa,Google search,Returning_Visitor,1,0
154,3.0,4.110873864173311,1,3.5145260669691587,70.0,9.666514084840315,-3.9633162998156966,0.0,1900-07,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,1,0
155,7.0,4.497956101643837,4,4.060443010546419,32.0,12.953670358169429,-5.240048458424061,2.9968111062378693,1900-03,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,1
156,0.0,3.3638415951183864,0,0.0,129.0,15.28823013957755,0.0,0.0,1900-11,Windows,Mozilla Firefox,North America,Google search,New_Visitor,0,1
157,0.0,0.0,1,0.6931471805599453,20.0,9.1553595178994,-6.3771270279199666,0.0,1900-11,iOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
158,0.0,0.0,0,0.0,9.0,8.251517052044912,-4.173387769562553,0.0,1900-05,Android,Google Chrome,Asia,Direct Traffic,Returning_Visitor,0,0
159,0.0,0.0,0,0.0,44.0,10.437157990482138,0.0,3.746827690211975,1900-05,Windows,Google Chrome,Western Europe,Google search,New_Visitor,1,1
160,6.0,3.9318256327243257,2,5.115995809954082,50.0,10.137107453576544,-4.595219855134923,0.0,1900-12,Windows,Google Chrome,North America,Google search,New_Visitor,0,0
161,4.0,4.412798293340635,4,5.393627546352362,54.0,14.68896222817475,-6.319968614080018,2.8373010427179173,1900-03,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
162,10.0,4.770684624465665,3,4.56954300834494,167.0,15.112335627755257,-5.496768305271875,0.0,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,1,0
163,3.0,4.136765278106052,0,0.0,11.0,9.047531595027879,0.0,0.0,1900-11,Windows,Google Chrome,North America,Twitter,Returning_Visitor,1,0
164,10.0,5.223952951438708,0,0.0,123.0,14.203631595410924,-5.381698975487088,0.7941543927344735,1900-11,Windows,Google Chrome,Africa,Other,Returning_Visitor,0,1
165,1.0,2.3978952727983707,0,0.0,10.0,8.46964661184461,0.0,0.0,1900-11,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,0
166,0.0,0.0,0,0.0,4.0,7.142814001218485,0.0,0.0,1900-05,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,0,0
167,0.0,0.0,0,0.0,40.0,10.578997119400029,0.0,0.0,1900-12,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
168,0.0,0.0,0,0.0,24.0,9.560013524938219,0.0,0.0,1900-05,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,0,0
169,7.0,1.791759469228055,0,0.0,38.0,10.701142593293316,0.0,0.0,1900-08,iOS,Safari,North America,Bing search,Returning_Visitor,0,0
